author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;underground;residential_complex
Гардтекс;developer;https://www.cian.ru/sale/flat/282397953/;Москва;sale;flat;5;9;3;156.2;1250000;195250000;Хамовники;Саввинская набережная;Киевская;SAVVIN RIVER RESIDENCE
MR Group;developer;https://www.cian.ru/sale/flat/254287057/;Москва;sale;flat;7;41;3;93.7;410000;38417000;Филевский парк;Багратионовский проезд;Фили;Filicity
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/282395516/;Москва;sale;flat;4;9;3;109.0;642201;70000000;Тверской;Большой Каретный переулок;Цветной бульвар;Каретный плаза
ASTERUS;developer;https://www.cian.ru/sale/flat/274202119/;Москва;sale;flat;2;18;3;84.41;318246;26863145;Покровское-Стрешнево;;Спартак;Алиа ЖК
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/277663104/;Москва;sale;flat;2;4;3;219.2;2138588;468778522;Хамовники;Пречистенская набережная;Парк Культуры;Кленовый DOM
ID 254498;unknown;https://www.cian.ru/sale/flat/277916287/;Москва;sale;flat;2;14;3;75.7;327608;24800000;Марьина роща;Складочная;Савёловская;Шереметьевский
Группа Родина;developer;https://www.cian.ru/sale/flat/276538013/;Москва;sale;flat;11;21;3;111.8;441788;49392000;Ростокино;Сельскохозяйственная;Ботанический сад;СОЮЗ
Capital Group;developer;https://www.cian.ru/sale/flat/283844160/;Москва;sale;flat;37;85;3;187.5;635052;119072344;Пресненский;1-й Красногвардейский проезд;Выставочная;МФК ОКО
Capital Group;developer;https://www.cian.ru/sale/flat/284503791/;Москва;sale;flat;61;65;3;116.04;874000;101418960;Пресненский;Краснопресненская набережная;Выставочная;Capital Towers
Forma;developer;https://www.cian.ru/sale/flat/284059719/;Москва;sale;flat;6;34;3;74.81;501261;37499410;Пресненский;к1.1;Белорусская;Репаблик ЖК
Forma;developer;https://www.cian.ru/sale/flat/284795554/;Москва;sale;flat;10;20;3;69.6;367320;25565541;Аэропорт;Часовая;Красный Балтиец;SOUL
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/285078074/;Москва;sale;flat;4;8;3;100.6;1519838;152895800;Хамовники;Льва Толстого;Парк Культуры;Литератор
Regions Development;developer;https://www.cian.ru/sale/flat/280854352/;Москва;sale;flat;4;17;3;98.4;408886;40234468;Преображенское;;Преображенская площадь;Преображенская Площадь ЖК
Стадион Спартак;developer;https://www.cian.ru/sale/flat/282960151/;Москва;sale;flat;2;13;3;79.3;372500;29539250;Покровское-Стрешнево;Северо-Западный ао;Спартак;Клубный Город на Реке Примавера ЖК
IKON Development;developer;https://www.cian.ru/sale/flat/284060385/;Москва;sale;flat;19;21;3;115.4;799000;92204600;Басманный;Земляной Вал;Чкаловская;Дом Chkalov
Пионер;developer;https://www.cian.ru/sale/flat/280755931/;Москва;sale;flat;6;32;3;114.8;464243;53295211;Даниловский;;Павелецкая;Хай Лайф ЖК
Донстрой;developer;https://www.cian.ru/sale/flat/285255319/;Москва;sale;flat;2;9;3;127.6;679900;86755240;Раменки;Кинематографический кв-л;Мичуринский проспект;Река ЖК
MadeState;real_estate_agent;https://www.cian.ru/sale/flat/283028090/;Москва;sale;flat;17;51;3;120.0;331666;39800000;Обручевский;Ленинский проспект;Новаторская;Well House на Ленинском
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/280420033/;Москва;sale;flat;14;20;3;132.5;905660;120000000;Гагаринский;Косыгина;Воробьёвы горы;Фамильный дом Воробьево
Valartis Group;developer;https://www.cian.ru/sale/flat/284404565/;Москва;sale;flat;5;8;3;129.5;800000;103600000;Арбат;Арбат;Арбатская;Turandot Residences
ФСК;developer;https://www.cian.ru/sale/flat/280427866/;Москва;sale;flat;2;29;3;76.2;380378;28984804;Ростокино;;Ботанический сад;Режиссер ЖК
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/284601688/;Москва;sale;flat;5;6;3;144.8;428176;62000000;Беговой;3-я Ямского Поля;Белорусская;Art Residence
Группа Эталон;developer;https://www.cian.ru/sale/flat/284036666/;Москва;sale;flat;3;20;3;92.3;538857;49736561;Замоскворечье;;Павелецкая;Воксхолл ЖК
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/281686954/;Москва;sale;flat;1;6;3;79.5;1660000;131970000;Басманный;Потаповский переулок;Чистые пруды;Чистые Пруды
SHOW ME;real_estate_agent;https://www.cian.ru/sale/flat/281725544/;Москва;sale;flat;5;6;3;103.0;500000;51500000;Беговой;3-я Ямского Поля;Белорусская;Art Residence
Времена года;real_estate_agent;https://www.cian.ru/sale/flat/283479397/;Москва;sale;flat;5;15;3;138.47;1011049;140000000;Хамовники;Усачева;Спортивная;Садовые кварталы
Группа Эталон;developer;https://www.cian.ru/sale/flat/283964508/;Москва;sale;flat;4;19;3;100.4;482256;48418535;Алексеевский;Новоалексеевская;Алексеевская;Серебряный фонтан
Фёдор Емельянов;realtor;https://www.cian.ru/sale/flat/284682712/;Москва;sale;flat;2;4;3;102.0;271078;27649998;Куркино;Соколово-Мещерская;;
ID 99394628;homeowner;https://www.cian.ru/sale/flat/283851059/;Москва;sale;flat;6;6;3;70.2;405982;28500000;Якиманка;1-й Спасоналивковский переулок;Октябрьская;
ФСК;developer;https://www.cian.ru/sale/flat/281553083/;Москва;sale;flat;4;10;3;83.7;436050;36497385;Свиблово;Снежная;Свиблово;The Lake
Hutton Development;developer;https://www.cian.ru/sale/flat/282786907/;Москва;sale;flat;8;8;3;213.4;1100000;234740000;Таганский;Славянская площадь;Китай-город;LUMIN
Sezar Group;developer;https://www.cian.ru/sale/flat/283289290/;Москва;sale;flat;19;25;3;102.5;468000;47970000;Тропарево-Никулино;проспект Вернадского;;Клубный дом Full House
MH Group;real_estate_agent;https://www.cian.ru/sale/flat/284849850/;Москва;sale;flat;1;7;3;75.0;666666;49999999;Пресненский;Богословский переулок;Маяковская;
ФСК;developer;https://www.cian.ru/sale/flat/282208383/;Москва;sale;flat;24;30;3;80.6;271523;21884834;Покровское-Стрешнево;Строительный проезд;;Sky Garden
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/274702304/;Москва;sale;flat;3;24;3;107.6;636617;68500000;Беговой;Верхняя;Белорусская;Суббота
Premium Moscow;real_estate_agent;https://www.cian.ru/sale/flat/280407302/;Москва;sale;flat;4;21;3;120.83;728295;88000000;Пресненский;Жилой Лаки кв-л;Беговая;Lucky
ZIP Realty;real_estate_agent;https://www.cian.ru/sale/flat/266138871/;Москва;sale;flat;2;7;3;168.1;2099940;353000000;Пресненский;Малая Никитская;Баррикадная;
Мангазея;developer;https://www.cian.ru/sale/flat/283191604/;Москва;sale;flat;5;21;3;98.1;354320;34758792;Щукино;Щукинская;Стрешнево;Интонация
White and Broughton;real_estate_agent;https://www.cian.ru/sale/flat/278573876/;Москва;sale;flat;37;41;3;97.2;697530;67800000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
Hutton Development;developer;https://www.cian.ru/sale/flat/281379942/;Москва;sale;flat;8;17;3;141.78;575000;81523500;Гагаринский;Ленинский проспект;Ленинский проспект;Lunar
Forma;developer;https://www.cian.ru/sale/flat/284420071/;Москва;sale;flat;25;29;3;85.2;383902;32708535;Печатники;Южнопортовая;Печатники;Portland
MR Group;developer;https://www.cian.ru/sale/flat/272591246/;Москва;sale;flat;6;57;3;83.33;496058;41336553;Филевский парк;;Фили;Фили Сити ЖК
Valartis Group;developer;https://www.cian.ru/sale/flat/274788015/;Москва;sale;flat;5;5;3;143.4;1570000;225138000;Арбат;Арбат;Смоленская;Artisan
Галс-Девелопмент;developer;https://www.cian.ru/sale/flat/281605926/;Москва;sale;flat;5;6;3;122.27;1547200;189176144;Замоскворечье;Космодамианская набережная;Новокузнецкая;Клубный дом Космо 4/22
MR Group;developer;https://www.cian.ru/sale/flat/260683805/;Москва;sale;flat;2;11;3;97.14;560000;54398400;Филевский парк;;Фили;Фили Сити ЖК
ФСК;developer;https://www.cian.ru/sale/flat/275573739/;Москва;sale;flat;3;8;3;124.1;781500;96984150;Хорошево-Мневники;;Хорошёво;Сидней Сити ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/275261672/;Москва;sale;flat;7;10;3;121.0;1074380;130000000;Замоскворечье;Большая Татарская;Новокузнецкая;Четыре солнца
Capital Group;developer;https://www.cian.ru/sale/flat/283760018/;Москва;sale;flat;17;17;3;138.8;967263;134256227;Дорогомилово;;Киевская;Бадаевский ЖК
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/274288076/;Москва;sale;flat;3;15;3;141.0;1269503;179000000;Хамовники;Малая Пироговская;Спортивная;Barrin House
ФСК;developer;https://www.cian.ru/sale/flat/274752611/;Москва;sale;flat;2;29;3;78.0;374000;29172000;Нагатино-Садовники;;Нагатинская;Роттердам ЖК
ДСК-1;developer;https://www.cian.ru/sale/flat/273610496/;Москва;sale;flat;6;14;3;83.9;197350;16557665;Молжаниновский;Ленинградское шоссе;Водники;Первый Ленинградский
TEKTA GROUP;developer;https://www.cian.ru/sale/flat/284502365/;Москва;sale;flat;2;34;3;70.2;291900;20491380;Обручевский;;Калужская;Эвер ЖК
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/277014164/;Москва;sale;flat;12;27;3;62.8;383121;24060000;Очаково-Матвеевское;Аминьевское шоссе;Аминьевская;Вестердам
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/259250209/;Москва;sale;flat;8;22;3;130.0;475384;61800000;Красносельский;Грохольский переулок;Проспект Мира;
ФСК Агент;real_estate_agent;https://www.cian.ru/sale/flat/284955184/;Москва;sale;flat;9;47;3;94.4;360169;34000000;Ростокино;Вильгельма Пика;Ботанический сад;Режиссер
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/283090952/;Москва;sale;flat;5;5;3;84.3;616844;52000000;Хамовники;Языковский переулок;Фрунзенская;
Восход;developer;https://www.cian.ru/sale/flat/275356990/;Москва;sale;flat;14;17;3;107.2;591065;63362200;Филевский парк;Василисы Кожиной;Филевский парк;AHEAD
TEKTA GROUP;developer;https://www.cian.ru/sale/flat/284739865/;Москва;sale;flat;9;15;3;66.5;494100;32857650;Даниловский;проспект Лихачева;Технопарк;Квартал на набережной NOW
AFI Development;developer;https://www.cian.ru/sale/flat/284323461/;Москва;sale;flat;19;52;3;102.6;298775;30654315;Свиблово;проезд Серебрякова;Свиблово;Afi Tower
Sminex-Интеко;representative_developer;https://www.cian.ru/sale/flat/278102013/;Москва;sale;flat;7;12;3;81.41;548212;44630000;Сокол;Врубеля;Панфиловская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/283554547/;Москва;sale;flat;14;53;3;98.0;683673;67000000;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
TEKTA GROUP;developer;https://www.cian.ru/sale/flat/270281665/;Москва;sale;flat;7;42;3;66.4;436099;28957040;Котловка;;Нагорная;Энитео ЖК
ID 90269300;realtor;https://www.cian.ru/sale/flat/280121094/;Москва;sale;flat;24;26;3;142.5;588000;83790000;Арбат;Новый Арбат;Арбатская;The Book
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/284832177/;Москва;sale;flat;4;20;3;85.4;275700;23544780;Головинский;Михалковская;Коптево;Михалковский
Level Group;developer;https://www.cian.ru/sale/flat/284890021/;Москва;sale;flat;8;69;3;69.9;255238;17841202;Печатники;;Кожуховская;Левел Южнопортовая ЖК
ID 90269300;realtor;https://www.cian.ru/sale/flat/280166007/;Москва;sale;flat;24;26;3;145.1;588000;85318800;Арбат;Новый Арбат;Арбатская;The Book
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/285101545/;Москва;sale;flat;11;12;3;154.5;970873;150000000;Хамовники;Ефремова;Спортивная;Садовые кварталы
MR Group;developer;https://www.cian.ru/sale/flat/270240596/;Москва;sale;flat;31;36;3;115.8;323025;37406305;Западное Дегунино;Ильменский проезд;Селигерская;Селигер Сити
Донстрой;developer;https://www.cian.ru/sale/flat/285255470/;Москва;sale;flat;31;41;3;83.8;470462;39424716;Хорошево-Мневники;Шелепихинская набережная;Шелепиха;Сердце Столицы
HQ Estate;real_estate_agent;https://www.cian.ru/sale/flat/283136381/;Москва;sale;flat;3;14;3;61.2;187908;11500000;;;Щербинка;
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/271216208/;Москва;sale;flat;13;33;3;118.8;437710;52000000;Раменки;Мосфильмовская;Ломоносовский проспект;Дом на Мосфильмовской
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/278611162/;Москва;sale;flat;11;33;3;105.6;587026;61990000;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/279254359/;Москва;sale;flat;32;53;3;101.0;593069;59900000;Раменки;Мосфильмовская;Минская;Дом на Мосфильмовской
ФСК;developer;https://www.cian.ru/sale/flat/271319264/;Москва;sale;flat;11;27;3;90.4;355219;32111879;Хорошевский;Зорге;Зорге;Рихард
Группа Родина;developer;https://www.cian.ru/sale/flat/281234161/;Москва;sale;flat;9;13;3;98.39;251032;24699110;;;Ольховая;
COLDY;developer;https://www.cian.ru/sale/flat/285347284/;Москва;sale;flat;11;11;3;164.7;616145;101479168;Басманный;Казакова;Курская;KAZAKOV Grand Loft
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/275848588/;Москва;sale;flat;33;65;3;190.0;842105;160000000;Пресненский;набережная Пресненская;Деловой центр;Город Столиц
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/283769306/;Москва;sale;flat;6;12;3;130.0;1192307;155000000;Хамовники;Ефремова;Фрунзенская;Садовые кварталы
Premium Moscow;real_estate_agent;https://www.cian.ru/sale/flat/280935221/;Москва;sale;flat;2;14;3;138.1;687907;95000000;Хамовники;Усачева;Спортивная;Садовые кварталы
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/265095504/;Москва;sale;flat;1;14;3;75.87;450112;34150000;Раменки;;Минская;Вест Гарден ЖК
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/282786138/;Москва;sale;flat;5;30;3;81.2;244000;19812800;Чертаново Южное;;Аннино;Варшавские Ворота ЖК
Э.К. Девелопмент;developer;https://www.cian.ru/sale/flat/269733096/;Москва;sale;flat;25;25;3;88.8;388100;34463280;Хорошевский;;Беговая;Авиатика ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/279976622/;Москва;sale;flat;32;53;3;99.0;606060;60000000;Раменки;Мосфильмовская;Кутузовская;Дом на Мосфильмовской
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/284549263/;Москва;sale;flat;11;11;3;154.5;970873;150000000;Хамовники;Ефремова;;Садовые кварталы
Самолет Плюс Москва ЦАО;real_estate_agent;https://www.cian.ru/sale/flat/281378419/;Москва;sale;flat;6;9;3;77.9;443902;34580000;Басманный;Большая Почтовая;;Резиденции Архитекторов
А101;developer;https://www.cian.ru/sale/flat/280026697/;Москва;sale;flat;3;18;3;95.3;212925;20291840;;;Прокшино;
Level Group;developer;https://www.cian.ru/sale/flat/284889317/;Москва;sale;flat;14;24;3;104.1;228196;23755278;Покровское-Стрешнево;проезд Проектируемый № 3959;Тушинская;Апартаментный комплекс Level Стрешнево
SKYEST;real_estate_agent;https://www.cian.ru/sale/flat/285040785/;Москва;sale;flat;9;18;3;99.0;969696;96000000;Хамовники;Усачева;Спортивная;Садовые кварталы
Level Group;developer;https://www.cian.ru/sale/flat/285128964/;Москва;sale;flat;11;46;3;62.0;359440;22285290;Очаково-Матвеевское;;Мичуринский проспект;Левел Мичуринский ЖК
Основа;developer;https://www.cian.ru/sale/flat/285083542/;Москва;sale;flat;3;31;3;58.89;359900;21194511;Марфино;Ботаническая;Владыкино;VERY
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/281647349/;Москва;sale;flat;2;4;3;200.0;2000000;400000000;Якиманка;1-й Голутвинский переулок;Октябрьская;1-й Голутвинский пер. д. 7
ID 25809764;realtor;https://www.cian.ru/sale/flat/285337585/;Москва;sale;flat;9;10;3;148.0;1283783;190000000;Хамовники;Бурденко;Парк Культуры;Дом на Бурденко
Велесстрой;developer;https://www.cian.ru/sale/flat/276788266/;Москва;sale;flat;23;24;3;67.9;417999;28382200;Фили-Давыдково;Кастанаевская;Кунцевская;Shome
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/282540627/;Москва;sale;flat;9;15;3;97.0;1000000;97000000;Хамовники;Усачева;;Садовые кварталы
Glincom;developer;https://www.cian.ru/sale/flat/269046286/;Москва;sale;flat;5;8;3;79.9;388171;31014900;Савеловский;Верхняя Масловка;Петровский Парк;Verdi
Capital Group;developer;https://www.cian.ru/sale/flat/279559709/;Москва;sale;flat;14;58;3;165.6;230672;38199364;Ростокино;проспект Мира;Ростокино;Триколор
Группа Эталон;developer;https://www.cian.ru/sale/flat/283964847/;Москва;sale;flat;18;18;3;97.9;513625;50283948;Даниловский;;Технопарк;Нагатино Ай-Ленд ЖК
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/279715702/;Москва;sale;flat;5;9;3;120.0;779166;93500000;Хамовники;Саввинская набережная;Киевская;SAVVIN RIVER RESIDENCE
А101;developer;https://www.cian.ru/sale/flat/273050608/;Москва;sale;flat;14;16;3;71.6;259519;18581615;;;Улица Скобелевская;
А101;developer;https://www.cian.ru/sale/flat/280819283/;Москва;sale;flat;12;15;3;54.2;291775;15814222;;;Прокшино;
Основа;developer;https://www.cian.ru/sale/flat/285084322/;Москва;sale;flat;12;29;3;92.0;317600;29219200;Фили-Давыдково;Ивана Франко;Кунцевская;MainStreet
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/283151690/;Москва;sale;flat;9;57;3;163.5;452599;74000000;Хорошевский;Чапаевский переулок;Сокол;Триумф-Палас
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/281046753/;Москва;sale;flat;19;20;3;161.7;834879;135000000;Пресненский;2-я Черногрязская;Улица 1905 года;RedSide
ID 42425045;realtor;https://www.cian.ru/sale/flat/271888165/;Москва;sale;flat;8;9;3;89.5;340379;30464000;Филевский парк;Береговой проезд;Фили;мой адрес На Береговом
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/257363841/;Москва;sale;flat;4;24;3;150.0;466000;69900000;Тропарево-Никулино;Покрышкина;Тропарево;Академия Люкс
Ташир;developer;https://www.cian.ru/sale/flat/274701141/;Москва;sale;flat;16;17;3;88.4;563000;49769200;Раменки;;;Легаси ЖК
Ташир;representative_developer;https://www.cian.ru/sale/flat/280125492/;Москва;sale;flat;1;3;3;203.1;850000;172635000;Хорошево-Мневники;Таманская;Карамышевская;Берег столицы
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/284899056/;Москва;sale;flat;5;17;3;63.0;350000;22050000;Савеловский;Старый Петровско-Разумовский проезд;Гражданская;Петровский парк II
А101;developer;https://www.cian.ru/sale/flat/279712978/;Москва;sale;flat;9;18;3;60.2;240987;14507444;;;Улица Горчакова;Дзен-кварталы ЖК
ТАНДЕМ;real_estate_agent;https://www.cian.ru/sale/flat/283969973/;Москва;sale;flat;5;9;3;118.1;541913;64000000;Басманный;Большой Харитоньевский переулок;Чистые пруды;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/275924623/;Москва;sale;flat;16;20;3;92.0;923913;85000000;Пресненский;Мантулинская;Выставочная;City Park
Top Brokers Community;real_estate_agent;https://www.cian.ru/sale/flat/281483499/;Москва;sale;flat;9;18;3;83.0;649397;53900000;Раменки;Мосфильмовская;Раменки;Мосфильмовский
ID 90502492;realtor;https://www.cian.ru/sale/flat/284697520/;Москва;sale;flat;7;17;3;60.7;453047;27500000;Беговой;Ленинградский проспект;Петровский Парк;Квартал апартаментов Искра-Парк
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/284312510/;Москва;sale;flat;4;20;3;82.0;767073;62900000;Пресненский;Мантулинская;Выставочная;City Park
Capital Group;developer;https://www.cian.ru/sale/flat/273055029/;Москва;sale;flat;22;24;3;108.5;522558;56697575;Хорошевский;Авиаконструктора Сухого;ЦСКА;ЛИЦА
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/271024401/;Москва;sale;flat;3;41;3;105.8;288279;30500000;Пресненский;Шмитовский проезд;Международная;Headliner
Основа;developer;https://www.cian.ru/sale/flat/285082535/;Москва;sale;flat;20;20;3;65.77;250000;16442500;Северный;Федора Дубовицкого;Новодачная;ФизтехСити
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/274735456/;Москва;sale;flat;9;12;3;140.1;1320485;185000000;Хамовники;Ефремова;Спортивная;Садовые кварталы
ФСК;developer;https://www.cian.ru/sale/flat/254237697/;Москва;sale;flat;20;22;3;69.1;221990;15339537;Покровское-Стрешнево;Северо-Западный ао;Спартак;Движение Тушино ЖК
ID 1623010;unknown;https://www.cian.ru/sale/flat/280355247/;Москва;sale;flat;23;52;3;75.7;257595;19500000;Покровское-Стрешнево;Северо-Западный ао;Тушинская;Сити Бэй ЖК
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/284772890/;Москва;sale;flat;5;16;3;69.75;435000;30341250;Даниловский;Автозаводская;Тульская;Апарт-комплекс INSIDER
КОРТРОС;developer;https://www.cian.ru/sale/flat/243146355/;Москва;sale;flat;4;14;3;92.61;397000;36766170;Пресненский;;Шелепиха;Хедлайнер ЖК
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/279262947/;Москва;sale;flat;9;21;3;108.0;898148;97000000;Пресненский;2-я Звенигородская;Улица 1905 года;Lucky
COLDY;developer;https://www.cian.ru/sale/flat/279636894/;Москва;sale;flat;4;21;3;66.59;260140;17322731;Нижегородский;;Калитники;Н'айс Лофт ЖК
Доходный дом;developer;https://www.cian.ru/sale/flat/279911028/;Москва;sale;flat;2;23;3;64.3;298093;19167438;Очаково-Матвеевское;;Озёрная;ОМ ЖК
Хлебозавод 9;developer;https://www.cian.ru/sale/flat/278751111/;Москва;sale;flat;3;4;3;86.2;270000;23274000;Преображенское;Электрозаводская;Преображенская площадь;Апартаменты Берег Яузы
Prime Life Development;developer;https://www.cian.ru/sale/flat/284307764/;Москва;sale;flat;10;30;3;82.84;367535;30446638;Нагатино-Садовники;Нагатинская;Нагатинская;1-й Нагатинский
Звездный;developer;https://www.cian.ru/sale/flat/271846038/;Москва;sale;flat;12;22;3;101.8;410202;41758654;Останкинский;проспект Мира;ВДНХ;Сенатор
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/282981098/;Москва;sale;flat;6;37;3;84.0;494047;41500000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
Сити-XXI век;developer;https://www.cian.ru/sale/flat/279205819/;Москва;sale;flat;11;15;3;128.8;339147;43682138;Останкинский;проспект Мира;Алексеевская;Hill8
.Sense;developer;https://www.cian.ru/sale/flat/271240211/;Москва;sale;flat;8;13;3;102.8;472147;48536735;Даниловский;Подольское шоссе;Тульская;Logos
ID 413522;realtor;https://www.cian.ru/sale/flat/279493537/;Москва;sale;flat;20;21;3;80.7;767038;61900000;Пресненский;Мантулинская;Деловой центр;City Park
ZIGGURAT;developer;https://www.cian.ru/sale/flat/273866043/;Москва;sale;flat;2;8;3;110.61;567705;62793953;Замоскворечье;Щипок;Серпуховская;Vernissage (Апартаменты премиум-класса)
