author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;underground;residential_complex
Основа;developer;https://www.cian.ru/sale/flat/285083542/;Москва;sale;flat;3;31;3;58.89;359900;21194511;Марфино;Ботаническая;Владыкино;VERY
Sminex-Интеко;developer;https://www.cian.ru/sale/flat/265095504/;Москва;sale;flat;1;14;3;75.87;450112;34150000;Раменки;;Минская;Вест Гарден ЖК
Группа Родина;developer;https://www.cian.ru/sale/flat/281234161/;Москва;sale;flat;9;13;3;98.39;251032;24699110;;;Ольховая;
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/281647349/;Москва;sale;flat;2;4;3;200.0;2000000;400000000;Якиманка;1-й Голутвинский переулок;Октябрьская;1-й Голутвинский пер. д. 7
ID 25809764;realtor;https://www.cian.ru/sale/flat/285337585/;Москва;sale;flat;9;10;3;148.0;1283783;190000000;Хамовники;Бурденко;Парк Культуры;Дом на Бурденко
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/282540627/;Москва;sale;flat;9;15;3;97.0;1000000;97000000;Хамовники;Усачева;;Садовые кварталы
А101;developer;https://www.cian.ru/sale/flat/273232869/;Москва;sale;flat;5;18;3;55.0;296758;16321696;;;Прокшино;
Capital Group;developer;https://www.cian.ru/sale/flat/279559709/;Москва;sale;flat;14;58;3;165.6;230672;38199364;Ростокино;проспект Мира;Ростокино;Триколор
Level Group;developer;https://www.cian.ru/sale/flat/284889317/;Москва;sale;flat;14;24;3;104.1;228196;23755278;Покровское-Стрешнево;проезд Проектируемый № 3959;Тушинская;Апартаментный комплекс Level Стрешнево
Группа Эталон;developer;https://www.cian.ru/sale/flat/283964841/;Москва;sale;flat;15;18;3;96.4;465340;44858790;Даниловский;;Технопарк;Нагатино Ай-Ленд ЖК
Капиталъ-Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/279715702/;Москва;sale;flat;5;9;3;120.0;779166;93500000;Хамовники;Саввинская набережная;Киевская;SAVVIN RIVER RESIDENCE
Glincom;developer;https://www.cian.ru/sale/flat/269046286/;Москва;sale;flat;5;8;3;79.9;388171;31014900;Савеловский;Верхняя Масловка;Петровский Парк;Verdi
Capital Group;developer;https://www.cian.ru/sale/flat/273055029/;Москва;sale;flat;22;24;3;108.5;522558;56697575;Хорошевский;Авиаконструктора Сухого;ЦСКА;ЛИЦА
Penny Lane Realty Жилая недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/285097878/;Москва;sale;flat;14;21;3;110.0;681818;75000000;Раменки;Мосфильмовская;Мичуринский проспект;
А101;developer;https://www.cian.ru/sale/flat/273050613/;Москва;sale;flat;16;16;3;71.6;260506;18652282;;;Улица Скобелевская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/284899056/;Москва;sale;flat;5;17;3;63.0;350000;22050000;Савеловский;Старый Петровско-Разумовский проезд;Гражданская;Петровский парк II
Основа;developer;https://www.cian.ru/sale/flat/285084322/;Москва;sale;flat;12;29;3;92.0;317600;29219200;Фили-Давыдково;Ивана Франко;Кунцевская;MainStreet
ЛюксДом;real_estate_agent;https://www.cian.ru/sale/flat/283151690/;Москва;sale;flat;9;57;3;163.5;452599;74000000;Хорошевский;Чапаевский переулок;Сокол;Триумф-Палас
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/281046753/;Москва;sale;flat;19;20;3;161.7;834879;135000000;Пресненский;2-я Черногрязская;Улица 1905 года;RedSide
ID 42425045;realtor;https://www.cian.ru/sale/flat/271888165/;Москва;sale;flat;8;9;3;89.5;340379;30464000;Филевский парк;Береговой проезд;Фили;мой адрес На Береговом
Основа;developer;https://www.cian.ru/sale/flat/285082535/;Москва;sale;flat;20;20;3;65.77;250000;16442500;Северный;Федора Дубовицкого;Новодачная;ФизтехСити
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/272184125/;Москва;sale;flat;10;12;3;85.5;547953;46850000;Тверской;2-я Брестская;Маяковская;Резиденция Тверская
Ташир;representative_developer;https://www.cian.ru/sale/flat/280125504/;Москва;sale;flat;3;3;3;195.6;750000;146700000;Хорошево-Мневники;Таманская;Карамышевская;Берег столицы
Основа;developer;https://www.cian.ru/sale/flat/285083670/;Москва;sale;flat;24;28;3;76.3;325000;24797500;Головинский;Михалковская;Коптево;UNO.Головинские пруды
ТАНДЕМ;real_estate_agent;https://www.cian.ru/sale/flat/283969973/;Москва;sale;flat;5;9;3;118.1;541913;64000000;Басманный;Большой Харитоньевский переулок;Чистые пруды;
ФСК;developer;https://www.cian.ru/sale/flat/254237697/;Москва;sale;flat;20;22;3;69.1;221990;15339537;Покровское-Стрешнево;Северо-Западный ао;Спартак;Движение Тушино ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/275924623/;Москва;sale;flat;16;20;3;92.0;923913;85000000;Пресненский;Мантулинская;Выставочная;City Park
Top Brokers Community;real_estate_agent;https://www.cian.ru/sale/flat/281483499/;Москва;sale;flat;9;18;3;83.0;649397;53900000;Раменки;Мосфильмовская;Раменки;Мосфильмовский
ID 90502492;realtor;https://www.cian.ru/sale/flat/284697520/;Москва;sale;flat;7;17;3;60.7;453047;27500000;Беговой;Ленинградский проспект;Петровский Парк;Квартал апартаментов Искра-Парк
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/284312510/;Москва;sale;flat;4;20;3;82.0;767073;62900000;Пресненский;Мантулинская;Выставочная;City Park
Велесстрой;developer;https://www.cian.ru/sale/flat/276788266/;Москва;sale;flat;23;24;3;67.9;417999;28382200;Фили-Давыдково;Кастанаевская;Кунцевская;Shome
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/274735456/;Москва;sale;flat;9;12;3;140.1;1320485;185000000;Хамовники;Ефремова;Спортивная;Садовые кварталы
Optima Development;developer;https://www.cian.ru/sale/flat/272972957/;Москва;sale;flat;2;41;3;70.1;598500;41954850;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
А101;developer;https://www.cian.ru/sale/flat/279712978/;Москва;sale;flat;9;18;3;60.2;240987;14507444;;;Улица Горчакова;Дзен-кварталы ЖК
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/279262947/;Москва;sale;flat;9;21;3;108.0;898148;97000000;Пресненский;2-я Звенигородская;Улица 1905 года;Lucky
Ташир;developer;https://www.cian.ru/sale/flat/274701141/;Москва;sale;flat;16;17;3;88.4;563000;49769200;Раменки;;;Легаси ЖК
ID 1623010;unknown;https://www.cian.ru/sale/flat/280355247/;Москва;sale;flat;23;52;3;75.7;257595;19500000;Покровское-Стрешнево;Северо-Западный ао;Тушинская;Сити Бэй ЖК
А101;developer;https://www.cian.ru/sale/flat/273049828/;Москва;sale;flat;5;15;3;88.7;234064;20761515;;;Прокшино;
COLDY;developer;https://www.cian.ru/sale/flat/279636894/;Москва;sale;flat;4;21;3;66.59;260140;17322731;Нижегородский;;Калитники;Н'айс Лофт ЖК
РКС Девелопмент;developer;https://www.cian.ru/sale/flat/284772890/;Москва;sale;flat;5;16;3;69.75;435000;30341250;Даниловский;Автозаводская;Тульская;Апарт-комплекс INSIDER
На Петровке;real_estate_agent;https://www.cian.ru/sale/flat/272693909/;Москва;sale;flat;25;28;3;59.0;330508;19500000;Можайский;Петра Алексеева;Рабочий поселок;КутузовGRAD II
Хлебозавод 9;developer;https://www.cian.ru/sale/flat/278751111/;Москва;sale;flat;3;4;3;86.2;270000;23274000;Преображенское;Электрозаводская;Преображенская площадь;Апартаменты Берег Яузы
Intermark Real Estate - ранее Savills - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/281036902/;Москва;sale;flat;3;12;3;64.0;535937;34300000;Аэропорт;Ленинградский проспект;Динамо;ВТБ Арена парк
Звездный;developer;https://www.cian.ru/sale/flat/271846038/;Москва;sale;flat;12;22;3;101.8;410202;41758654;Останкинский;проспект Мира;ВДНХ;Сенатор
BARNES International Realty;real_estate_agent;https://www.cian.ru/sale/flat/279206286/;Москва;sale;flat;3;7;3;113.0;1096460;123900000;Замоскворечье;Садовническая;Новокузнецкая;Wine House
Доходный дом;developer;https://www.cian.ru/sale/flat/279911028/;Москва;sale;flat;2;23;3;64.3;298093;19167438;Очаково-Матвеевское;;Озёрная;ОМ ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/284611229/;Москва;sale;flat;3;6;3;128.0;1523437;195000000;Хамовники;переулок Хилков;Парк Культуры;Особняк в Хилковом переулке
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/282981098/;Москва;sale;flat;6;37;3;84.0;494047;41500000;Хорошевский;Ленинградский проспект;Аэропорт;Прайм Парк
ID 413522;realtor;https://www.cian.ru/sale/flat/279493537/;Москва;sale;flat;20;21;3;80.7;767038;61900000;Пресненский;Мантулинская;Деловой центр;City Park
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/269767068/;Москва;sale;flat;4;12;3;153.0;1009803;154500000;Хамовники;Усачева;Спортивная;Садовые кварталы
КОРТРОС;developer;https://www.cian.ru/sale/flat/243146355/;Москва;sale;flat;4;14;3;92.61;397000;36766170;Пресненский;;Шелепиха;Хедлайнер ЖК
ZIGGURAT;developer;https://www.cian.ru/sale/flat/273866043/;Москва;sale;flat;2;8;3;110.61;567705;62793953;Замоскворечье;Щипок;Серпуховская;Vernissage (Апартаменты премиум-класса)
Ташир;developer;https://www.cian.ru/sale/flat/284846976/;Москва;sale;flat;28;32;3;84.7;442000;37437400;Черемушки;Херсонская;Калужская;ONYX Deluxe
ID 416302;realtor;https://www.cian.ru/sale/flat/281326618/;Москва;sale;flat;5;20;3;89.0;786516;70000000;Пресненский;Мантулинская;Деловой центр;City Park
